date,Temperatura,Rainfall (mm)
2017-01-01,25.60625,0.08958333333333333
2017-01-02,25.697916666666668,0.0062499999999999995
2017-01-03,26.25208333333333,0.0
2017-01-04,26.15833333333333,0.0
2017-01-05,25.566666666666666,0.0
2017-01-06,24.1875,0.12291666666666666
2017-01-07,25.589583333333334,0.07916666666666666
2017-01-08,25.604166666666668,0.0
2017-01-09,25.566666666666666,0.0
2017-01-10,25.522916666666664,0.0
2017-01-11,25.943749999999998,0.0
2017-01-12,26.664583333333336,0.0
2017-01-13,27.266666666666666,0.0
2017-01-14,26.65833333333333,0.0
2017-01-15,26.322916666666668,0.0062499999999999995
2017-01-16,25.983333333333334,0.0
2017-01-17,26.558333333333334,0.0
2017-01-18,27.316666666666666,0.0
2017-01-19,27.64375,0.0
2017-01-20,27.383333333333336,0.0
2017-01-21,26.977083333333336,0.23124999999999998
2017-01-22,26.933333333333334,0.0062499999999999995
2017-01-23,26.972916666666666,0.0
2017-01-24,28.166666666666668,0.0
2017-01-25,27.170833333333334,0.027083333333333334
2017-01-26,25.87708333333333,0.3604166666666666
2017-01-27,25.441666666666666,0.010416666666666666
2017-01-28,26.172916666666666,0.0
2017-01-29,27.620833333333334,0.0
2017-01-30,26.729166666666668,0.0
2017-01-31,24.87708333333333,0.8291666666666666
2017-02-01,25.72244897959184,0.19183673469387752
2017-02-02,26.360416666666666,0.0
2017-02-03,27.254166666666666,0.0
2017-02-04,27.620833333333334,0.0
2017-02-05,27.635416666666668,0.0
2017-02-06,27.441666666666666,0.0
2017-02-07,28.49791666666667,0.0
2017-02-08,27.610416666666666,0.0
2017-02-09,27.60625,0.0
2017-02-10,27.37708333333333,0.0
2017-02-11,27.202083333333334,0.0
2017-02-12,27.506249999999998,0.0
2017-02-13,27.304166666666664,0.0
2017-02-14,27.822916666666668,0.0
2017-02-15,28.162499999999998,0.0
2017-02-16,28.116666666666664,0.0
2017-02-17,26.96530612244898,0.006122448979591836
2017-02-18,28.3125,0.0
2017-02-19,27.70625,0.0
2017-02-20,29.162499999999998,0.0
2017-02-21,29.066666666666666,0.020833333333333332
2017-02-22,27.633333333333336,0.32978723404255317
2017-02-23,24.71875,0.21666666666666667
2017-02-24,26.620833333333334,0.0
2017-02-25,27.360416666666666,0.0
2017-02-26,27.631249999999998,0.0
2017-02-27,25.587500000000002,0.7000000000000001
2017-02-28,26.954166666666666,0.0
2017-03-01,27.625,0.0
2017-03-02,26.9375,0.0
2017-03-03,27.235416666666666,0.0
2017-03-04,26.854166666666668,0.0
2017-03-05,26.410416666666666,0.0
2017-03-06,27.270833333333332,0.0
2017-03-07,26.09375,0.6687500000000001
2017-03-08,24.37708333333333,0.46249999999999997
2017-03-09,26.575,0.09166666666666667
2017-03-10,26.308333333333334,0.0
2017-03-11,26.579166666666666,0.03125
2017-03-12,24.06458333333333,0.18541666666666667
2017-03-13,25.422916666666666,0.06458333333333334
2017-03-14,26.916326530612245,0.05714285714285714
2017-03-15,28.537499999999998,0.0
2017-03-16,28.329166666666666,0.0
2017-03-17,28.516666666666666,0.0
2017-03-18,27.672916666666666,0.0
2017-03-19,26.09583333333333,0.05416666666666667
2017-03-20,24.704166666666666,0.075
2017-03-21,25.754166666666666,0.0062499999999999995
2017-03-22,25.03333333333333,0.9291666666666667
2017-03-23,25.633333333333336,3.9875000000000003
2017-03-24,26.587500000000002,0.0
2017-03-25,26.224999999999998,0.11249999999999999
2017-03-26,26.675,0.4229166666666666
2017-03-27,26.20625,0.5166666666666667
2017-03-28,26.883333333333336,0.016666666666666666
2017-03-29,26.614583333333332,0.0
2017-03-30,27.12708333333333,0.725
2017-03-31,26.181250000000002,0.22083333333333333
2017-04-01,25.84375,0.11458333333333333
2017-04-02,27.78333333333333,0.0062499999999999995
2017-04-03,28.412244897959184,0.0
2017-04-04,27.745833333333334,0.027083333333333334
2017-04-05,27.772916666666664,0.0
2017-04-06,27.73125,0.0
2017-04-07,28.052083333333332,0.0
2017-04-08,28.883333333333336,0.0
2017-04-09,27.71666666666667,0.0
2017-04-10,25.170833333333334,0.0
2017-04-11,26.995833333333334,0.0
2017-04-12,24.472916666666666,0.13125
2017-04-13,26.510416666666668,2.00625
2017-04-14,24.160416666666666,1.0958333333333334
2017-04-15,25.84375,0.18125
2017-04-16,25.18541666666667,0.0
2017-04-17,25.914583333333336,0.0
2017-04-18,25.008333333333336,0.5854166666666667
2017-04-19,25.9875,0.0
2017-04-20,26.870833333333334,1.0958333333333334
2017-04-21,23.525000000000002,0.94375
2017-04-22,26.525000000000002,0.0
2017-04-23,26.141666666666666,0.20625000000000002
2017-04-24,26.972916666666666,0.03125
2017-04-25,28.09375,0.3854166666666667
2017-04-26,25.379166666666666,1.91875
2017-04-27,27.822916666666668,0.8625000000000002
2017-04-28,25.745833333333334,0.016666666666666666
2017-04-29,25.929166666666664,0.23333333333333336
2017-04-30,25.1375,0.24791666666666667
2017-05-01,25.833333333333332,0.0
2017-05-02,24.585714285714285,1.3224489795918366
2017-05-03,25.254166666666666,0.09999999999999999
2017-05-04,26.922916666666666,0.0
2017-05-05,25.520833333333332,3.283333333333333
2017-05-06,26.302083333333332,0.36041666666666666
2017-05-07,24.927083333333332,0.9083333333333333
2017-05-08,25.327083333333334,0.5041666666666667
2017-05-09,26.7,1.2104166666666665
2017-05-10,25.18541666666667,1.825
2017-05-11,26.618750000000002,0.0
2017-05-12,26.222916666666666,0.03333333333333333
2017-05-13,28.131249999999998,0.0
2017-05-14,24.652083333333334,0.7937500000000001
2017-05-15,24.775000000000002,0.2708333333333333
2017-05-16,26.383333333333336,0.0062499999999999995
2017-05-17,26.141666666666666,0.31250000000000006
2017-05-18,27.902083333333334,0.0
2017-05-19,28.174999999999997,0.0
2017-05-20,26.691666666666666,0.0062499999999999995
2017-05-21,27.758333333333336,0.0
2017-05-22,24.397916666666664,0.08124999999999999
2017-05-23,25.28125,0.0062499999999999995
2017-05-24,23.395833333333332,1.04375
2017-05-25,26.104166666666668,0.0
2017-05-26,27.68541666666667,0.0
2017-05-27,26.285416666666666,0.43333333333333335
2017-05-28,26.075,0.8625000000000002
2017-05-29,27.164583333333336,0.016666666666666666
2017-05-30,26.068749999999998,0.0375
2017-05-31,26.135416666666668,0.28541666666666665
2017-06-01,25.929166666666664,0.09375
2017-06-02,27.183333333333334,0.0
2017-06-03,26.145833333333332,0.0
2017-06-04,25.29375,0.3229166666666667
2017-06-05,27.697916666666668,0.0
2017-06-06,26.98125,0.6458333333333334
2017-06-07,24.347916666666666,1.3520833333333335
2017-06-08,24.325,0.0
2017-06-09,26.04375,0.0
2017-06-10,26.847916666666666,0.0
2017-06-11,26.464583333333334,0.31875
2017-06-12,26.052083333333332,1.7437500000000001
2017-06-13,24.364583333333332,1.4375
2017-06-14,26.26875,0.016666666666666666
2017-06-15,25.33125,0.043750000000000004
2017-06-16,27.18958333333333,0.0062499999999999995
2017-06-17,24.333333333333332,0.0
2017-06-18,26.460416666666664,0.05833333333333333
2017-06-19,25.929166666666664,0.2708333333333333
2017-06-20,25.522916666666664,0.010416666666666666
2017-06-21,25.54375,0.03125
2017-06-22,26.900000000000002,0.0
2017-06-23,26.618750000000002,0.016666666666666666
2017-06-24,24.820833333333336,0.4875
2017-06-25,26.40625,0.0
2017-06-26,23.693749999999998,1.6895833333333332
2017-06-27,25.7375,0.0
2017-06-28,26.635416666666668,0.0062499999999999995
2017-06-29,24.641666666666666,0.49374999999999997
2017-06-30,25.40625,0.4354166666666666
2017-07-01,24.520833333333332,0.02291666666666667
2017-07-02,24.4375,0.07708333333333334
2017-07-03,24.56041666666667,0.12708333333333333
2017-07-04,25.947916666666668,0.0
2017-07-05,25.537499999999998,0.016666666666666666
2017-07-06,25.583333333333332,0.0
2017-07-07,26.504166666666666,0.016666666666666666
2017-07-08,25.837500000000002,0.0
2017-07-09,25.402083333333334,0.9395833333333332
2017-07-10,24.610416666666666,0.22916666666666666
2017-07-11,23.675,1.28125
2017-07-12,22.802083333333332,0.11666666666666668
2017-07-13,25.420833333333334,0.0
2017-07-14,26.933333333333334,0.0
2017-07-15,27.006249999999998,0.0
2017-07-16,26.40833333333333,0.0
2017-07-17,25.639583333333334,0.0625
2017-07-18,23.164583333333336,1.0791666666666666
2017-07-19,24.827083333333334,0.0062499999999999995
2017-07-20,22.620833333333334,0.0
2017-07-21,25.364583333333332,0.0
2017-07-22,25.1375,0.0
2017-07-23,25.483333333333334,0.0
2017-07-24,26.239583333333332,0.010416666666666666
2017-07-25,25.079166666666666,0.0062499999999999995
2017-07-26,23.95,0.41875
2017-07-27,24.479166666666668,0.012499999999999999
2017-07-28,23.87708333333333,0.2125
2017-07-29,23.704166666666666,0.10625
2017-07-30,24.352083333333336,0.11875000000000001
2017-07-31,25.910416666666666,0.010416666666666666
2017-08-01,26.339583333333334,0.0062499999999999995
2017-08-02,27.635416666666668,0.0
2017-08-03,27.825,0.0062499999999999995
2017-08-04,25.258333333333336,0.6541666666666667
2017-08-05,25.241666666666664,0.0
2017-08-06,26.152083333333334,0.0
2017-08-07,26.72083333333333,0.0375
2017-08-08,27.006249999999998,1.2833333333333334
2017-08-09,26.8,0.0
2017-08-10,24.952083333333334,0.20833333333333334
2017-08-11,26.16875,0.0062499999999999995
2017-08-12,26.239583333333332,0.7833333333333333
2017-08-13,27.620833333333334,0.0
2017-08-14,27.991666666666664,0.0
2017-08-15,26.727083333333336,0.45208333333333334
2017-08-16,25.400000000000002,0.010416666666666666
2017-08-17,27.366666666666664,0.0
2017-08-18,27.90833333333333,1.875
2017-08-19,24.45,0.6437499999999999
2017-08-20,26.827083333333334,0.0
2017-08-21,26.974999999999998,0.0
2017-08-22,26.410416666666666,0.010416666666666666
2017-08-23,27.743750000000002,0.0
2017-08-24,25.8875,0.0
2017-08-25,26.775000000000002,0.0
2017-08-26,27.827083333333334,0.0
2017-08-27,26.297916666666666,0.012499999999999999
2017-08-28,27.160416666666666,0.0
2017-08-29,24.12708333333333,0.49583333333333335
2017-08-30,26.297916666666666,0.08125
2017-08-31,27.76875,0.010416666666666666
2017-09-01,28.118750000000002,0.0
2017-09-02,25.45,0.043750000000000004
2017-09-03,27.822916666666668,0.0
2017-09-04,28.947916666666668,0.0
2017-09-05,26.4375,1.4333333333333333
2017-09-06,27.52916666666667,0.0
2017-09-07,28.53333333333333,0.0
2017-09-08,24.833333333333332,0.9375
2017-09-09,26.618750000000002,0.0
2017-09-10,27.635416666666668,0.0
2017-09-11,27.327083333333334,0.0
2017-09-12,26.65833333333333,0.0
2017-09-13,28.125,0.05833333333333333
2017-09-14,26.583333333333332,0.0
2017-09-15,24.83125,0.41250000000000003
2017-09-16,24.39375,0.041666666666666664
2017-09-17,26.599999999999998,0.13333333333333333
2017-09-18,26.193749999999998,0.48333333333333334
2017-09-19,27.506249999999998,0.0
2017-09-20,28.78125,0.0
2017-09-21,27.760416666666668,0.0
2017-09-22,27.868750000000002,0.06458333333333334
2017-09-23,25.28125,0.010416666666666666
2017-09-24,24.150000000000002,0.17500000000000002
2017-09-25,26.537499999999998,0.0
2017-09-26,25.397916666666664,0.78125
2017-09-27,27.212500000000002,0.6666666666666666
2017-09-28,26.958333333333332,0.7333333333333334
2017-09-29,25.760416666666668,1.11875
2017-09-30,26.741666666666664,0.0
2017-10-01,27.441666666666666,0.24791666666666667
2017-10-02,27.516666666666666,0.0
2017-10-03,27.47083333333333,0.04791666666666666
2017-10-04,24.925,2.58125
2017-10-05,25.056250000000002,0.0
2017-10-06,24.125,0.37083333333333335
2017-10-07,24.85625,0.0
2017-10-08,26.816666666666666,0.010416666666666666
2017-10-09,27.472916666666666,0.0
2017-10-10,26.818749999999998,0.24166666666666667
2017-10-11,25.358333333333334,0.32083333333333336
2017-10-12,27.39375,0.0
2017-10-13,25.0625,0.3854166666666667
2017-10-14,26.241666666666664,0.4375
2017-10-15,25.8125,0.13541666666666666
2017-10-16,25.425,0.6000000000000001
2017-10-17,27.647916666666664,0.9499999999999998
2017-10-18,27.395833333333332,0.12708333333333333
2017-10-19,27.302083333333332,0.0
2017-10-20,25.12291666666667,1.9208333333333334
2017-10-21,25.445833333333336,0.40625
2017-10-22,25.795833333333334,0.07916666666666666
2017-10-23,25.81458333333333,0.18125000000000002
2017-10-24,26.78125,0.0
2017-10-25,26.129166666666666,0.0
2017-10-26,26.6875,0.0
2017-10-27,27.29375,0.22291666666666668
2017-10-28,26.131249999999998,1.6375
2017-10-29,25.537499999999998,0.7416666666666667
2017-10-30,25.875,0.25
2017-10-31,26.87708333333333,0.0
2017-11-01,26.54375,0.03125
2017-11-02,27.47083333333333,0.0
2017-11-03,27.308333333333334,0.6979166666666666
2017-11-04,23.604166666666668,0.5895833333333332
2017-11-05,25.76875,0.0
2017-11-06,25.791666666666668,0.0
2017-11-07,26.18541666666667,0.0
2017-11-08,27.72083333333333,0.0
2017-11-09,27.43541666666667,0.0
2017-11-10,28.193749999999998,0.0
2017-11-11,27.77916666666667,0.0
2017-11-12,27.29375,0.0
2017-11-13,27.875,0.0
2017-11-14,26.258333333333336,0.2125
2017-11-15,26.3875,0.016666666666666666
2017-11-16,25.25208333333333,0.9916666666666667
2017-11-17,26.264583333333334,0.0062499999999999995
2017-11-18,26.489583333333332,0.06874999999999999
2017-11-19,26.28333333333333,0.0
2017-11-20,26.599999999999998,0.0
2017-11-21,27.045833333333334,0.0
2017-11-22,27.275000000000002,0.0
2017-11-23,27.458333333333332,0.0375
2017-11-24,26.491666666666664,1.59375
2017-11-25,26.256249999999998,1.0958333333333334
2017-11-26,27.139583333333334,0.0
2017-11-27,26.491666666666664,0.0
2017-11-28,26.900000000000002,0.0
2017-11-29,26.9875,0.0
2017-11-30,26.9875,0.0
2017-12-01,27.63877551020408,0.0
2017-12-02,27.802083333333332,0.0
2017-12-03,27.28125,0.0
2017-12-04,25.579166666666666,0.2020833333333333
2017-12-05,26.452083333333334,0.0
2017-12-06,27.02916666666667,0.0
2017-12-07,27.04375,0.0
2017-12-08,26.650000000000002,0.0
2017-12-09,27.116666666666664,0.0
2017-12-10,27.01875,0.0
2017-12-11,27.604166666666668,0.08541666666666665
2017-12-12,26.175,0.23958333333333334
2017-12-13,25.945833333333336,0.0
2017-12-14,27.0625,0.0062499999999999995
2017-12-15,24.570833333333336,0.0
2017-12-16,25.979166666666668,0.0
2017-12-17,25.77916666666667,0.0
2017-12-18,25.9875,0.0
2017-12-19,27.068749999999998,0.0
2017-12-20,26.160416666666666,0.0
2017-12-21,26.368750000000002,0.0
2017-12-22,27.693749999999998,0.0
2017-12-23,26.98125,0.0
2017-12-24,27.381249999999998,0.0
2017-12-25,27.06041666666667,0.0
2017-12-26,27.102083333333336,0.0
2017-12-27,27.2375,0.0
2017-12-28,26.739583333333332,0.0
2017-12-29,26.208333333333332,0.0
2017-12-30,25.79375,1.75
2017-12-31,27.322916666666668,0.0
